udi,product_id,product_variant,air_temperature_k,process_temperature_k,temp_difference_k,rotational_speed_rpm,torque_nm,power_kw,tool_wear_min,overstrain_index,machine_failure,operational_status,failure_type,twf,hdf,pwf,osf,rnf
5436,M20295,Medium Variant (M),303.00,312.50,9.50,1524,42.10,6.719,76,3199.60,0,Healthy,No Failure,0,0,0,0,0
5437,M20296,Medium Variant (M),302.90,312.50,9.60,1679,30.90,5.433,79,2441.10,0,Healthy,No Failure,0,0,0,0,0
5438,M20297,Medium Variant (M),302.90,312.60,9.70,1394,46.40,6.773,82,3804.80,0,Healthy,No Failure,0,0,0,0,0
5439,L52618,Low Variant (L),302.90,312.50,9.60,1683,32.10,5.657,85,2728.50,0,Healthy,No Failure,0,0,0,0,0
5440,L52619,Low Variant (L),303.00,312.50,9.50,1626,30.50,5.193,87,2653.50,0,Healthy,No Failure,0,0,0,0,0
5441,H34854,High Variant (H),303.00,312.50,9.50,1698,30.00,5.334,89,2670.00,0,Healthy,No Failure,0,0,0,0,0
5442,M20301,Medium Variant (M),303.00,312.60,9.60,1392,42.90,6.254,94,4032.60,0,Healthy,No Failure,0,0,0,0,0
5443,L52622,Low Variant (L),303.10,312.70,9.60,1353,51.80,7.339,97,5024.60,0,Healthy,No Failure,0,0,0,0,0
5444,M20303,Medium Variant (M),303.00,312.70,9.70,1426,46.80,6.989,99,4633.20,0,Healthy,No Failure,0,0,0,0,0
5445,L52624,Low Variant (L),303.00,312.70,9.70,2024,19.90,4.218,102,2029.80,0,Healthy,No Failure,0,0,0,0,0
5446,M20305,Medium Variant (M),303.00,312.80,9.80,1648,32.10,5.540,104,3338.40,0,Healthy,No Failure,0,0,0,0,0
5447,L52626,Low Variant (L),303.10,312.90,9.80,1511,40.10,6.345,107,4290.70,0,Healthy,No Failure,0,0,0,0,0
5448,L52627,Low Variant (L),303.10,312.80,9.70,1465,44.10,6.766,109,4806.90,0,Healthy,No Failure,0,0,0,0,0
5449,L52628,Low Variant (L),303.00,312.70,9.70,1551,41.80,6.789,111,4639.80,0,Healthy,No Failure,0,0,0,0,0
5450,L52629,Low Variant (L),303.10,312.80,9.70,2329,15.10,3.683,113,1706.30,0,Healthy,No Failure,0,0,0,0,0
5451,H34864,High Variant (H),303.10,312.80,9.70,1435,41.90,6.296,115,4818.50,0,Healthy,No Failure,0,0,0,0,0
5452,L52631,Low Variant (L),303.00,312.70,9.70,1361,48.80,6.955,120,5856.00,0,Healthy,No Failure,0,0,0,0,0
5453,M20312,Medium Variant (M),303.00,312.70,9.70,1553,35.80,5.822,122,4367.60,0,Healthy,No Failure,0,0,0,0,0
5454,L52633,Low Variant (L),303.00,312.60,9.60,1451,42.10,6.397,125,5262.50,0,Healthy,No Failure,0,0,0,0,0
5455,L52634,Low Variant (L),303.00,312.50,9.50,1461,40.20,6.150,127,5105.40,0,Healthy,No Failure,0,0,0,0,0
5456,M20315,Medium Variant (M),303.10,312.60,9.50,1895,23.50,4.663,129,3031.50,0,Healthy,No Failure,0,0,0,0,0
5457,M20316,Medium Variant (M),303.10,312.60,9.50,1567,32.90,5.399,132,4342.80,0,Healthy,No Failure,0,0,0,0,0
5458,M20317,Medium Variant (M),303.00,312.50,9.50,1602,33.70,5.654,135,4549.50,0,Healthy,No Failure,0,0,0,0,0
5459,L52638,Low Variant (L),303.10,312.60,9.50,1514,42.10,6.675,138,5809.80,0,Healthy,No Failure,0,0,0,0,0
5460,L52639,Low Variant (L),303.10,312.50,9.40,1453,49.10,7.471,140,6874.00,0,Healthy,No Failure,0,0,0,0,0
5461,M20320,Medium Variant (M),303.00,312.40,9.40,1526,36.10,5.769,142,5126.20,0,Healthy,No Failure,0,0,0,0,0
5462,M20321,Medium Variant (M),302.90,312.30,9.40,1339,52.10,7.305,145,7554.50,0,Healthy,No Failure,0,0,0,0,0
5463,L52642,Low Variant (L),302.90,312.30,9.40,1889,22.80,4.510,148,3374.40,0,Healthy,No Failure,0,0,0,0,0
5464,L52643,Low Variant (L),302.90,312.40,9.50,1561,34.80,5.689,150,5220.00,0,Healthy,No Failure,0,0,0,0,0
5465,M20324,Medium Variant (M),302.90,312.40,9.50,1659,33.10,5.750,152,5031.20,0,Healthy,No Failure,0,0,0,0,0
5466,L52645,Low Variant (L),302.90,312.40,9.50,1424,49.50,7.381,155,7672.50,0,Healthy,No Failure,0,0,0,0,0
5467,M20326,Medium Variant (M),302.90,312.30,9.40,1426,44.70,6.675,157,7017.90,0,Healthy,No Failure,0,0,0,0,0
5468,L52647,Low Variant (L),302.90,312.40,9.50,1383,51.40,7.444,160,8224.00,0,Healthy,No Failure,0,0,0,0,0
5469,L52648,Low Variant (L),302.80,312.30,9.50,1764,29.90,5.523,162,4843.80,0,Healthy,No Failure,0,0,0,0,0
5470,M20329,Medium Variant (M),302.70,312.20,9.50,1439,42.50,6.404,164,6970.00,0,Healthy,No Failure,0,0,0,0,0
5471,M20330,Medium Variant (M),302.70,312.20,9.50,1585,35.50,5.892,167,5928.50,0,Healthy,No Failure,0,0,0,0,0
5472,L52651,Low Variant (L),302.70,312.30,9.60,1346,61.20,8.626,170,10404.00,0,Healthy,No Failure,0,0,0,0,1
5473,L52652,Low Variant (L),302.80,312.30,9.50,1386,57.80,8.389,172,9941.60,0,Healthy,No Failure,0,0,0,0,0
5474,L52653,Low Variant (L),302.70,312.20,9.50,1369,51.80,7.426,174,9013.20,0,Healthy,No Failure,0,0,0,0,0
5475,M20334,Medium Variant (M),302.70,312.10,9.40,1378,46.90,6.768,176,8254.40,0,Healthy,No Failure,0,0,0,0,0
5476,L52655,Low Variant (L),302.70,312.20,9.50,1336,46.80,6.548,179,8377.20,0,Healthy,No Failure,0,0,0,0,0
5477,M20336,Medium Variant (M),302.60,312.10,9.50,1445,42.00,6.355,181,7602.00,0,Healthy,No Failure,0,0,0,0,0
5478,L52657,Low Variant (L),302.70,312.10,9.40,1763,26.50,4.892,184,4876.00,0,Healthy,No Failure,0,0,0,0,0
5479,L52658,Low Variant (L),302.70,312.20,9.50,1611,34.10,5.753,186,6342.60,0,Healthy,No Failure,0,0,0,0,0
5480,M20339,Medium Variant (M),302.70,312.10,9.40,1564,32.10,5.257,188,6034.80,0,Healthy,No Failure,0,0,0,0,0
5481,H34894,High Variant (H),302.70,312.10,9.40,1478,36.00,5.572,191,6876.00,0,Healthy,No Failure,0,0,0,0,0
5482,L52661,Low Variant (L),302.60,312.00,9.40,1781,28.50,5.315,196,5586.00,0,Healthy,No Failure,0,0,0,0,0
5483,L52662,Low Variant (L),302.60,312.10,9.50,1782,26.80,5.001,198,5306.40,0,Healthy,No Failure,0,0,0,0,0
5484,M20343,Medium Variant (M),302.60,312.10,9.50,2000,21.90,4.587,200,4380.00,0,Healthy,No Failure,0,0,0,0,0
5485,M20344,Medium Variant (M),302.50,312.00,9.50,1826,25.30,4.838,203,5135.90,0,Healthy,No Failure,0,0,0,0,0
5486,L52665,Low Variant (L),302.60,312.10,9.50,1344,51.00,7.178,206,10506.00,0,Healthy,No Failure,0,0,0,0,0
5487,L52666,Low Variant (L),302.60,312.20,9.60,1520,43.00,6.844,208,8944.00,0,Healthy,No Failure,0,0,0,0,0
5488,M20347,Medium Variant (M),302.60,312.10,9.50,1611,39.90,6.731,210,8379.00,0,Healthy,No Failure,0,0,0,0,0
5489,L52668,Low Variant (L),302.70,312.20,9.50,1450,52.10,7.911,213,11097.30,1,Failed,Overstrain,0,0,0,1,0
5490,L52669,Low Variant (L),302.60,312.10,9.50,1499,35.00,5.494,215,7525.00,0,Healthy,No Failure,0,0,0,0,1
5491,L52670,Low Variant (L),302.60,312.10,9.50,1288,68.50,9.239,0,0.00,1,Failed,Power Failure,0,0,1,0,0
5492,M20351,Medium Variant (M),302.70,312.20,9.50,1350,58.60,8.284,2,117.20,0,Healthy,No Failure,0,0,0,0,0
5493,M20352,Medium Variant (M),302.90,312.40,9.50,1334,50.90,7.111,5,254.50,0,Healthy,No Failure,0,0,0,0,0
5494,L52673,Low Variant (L),302.80,312.40,9.60,1376,57.10,8.228,8,456.80,0,Healthy,No Failure,0,0,0,0,0
5495,L52674,Low Variant (L),302.80,312.40,9.60,1368,49.50,7.091,10,495.00,0,Healthy,No Failure,0,0,0,0,0
5496,H34909,High Variant (H),302.90,312.50,9.60,1357,55.00,7.816,12,660.00,0,Healthy,No Failure,0,0,0,0,1
5497,M20356,Medium Variant (M),302.90,312.50,9.60,1924,24.00,4.836,17,408.00,0,Healthy,No Failure,0,0,0,0,0
5498,M20357,Medium Variant (M),302.90,312.50,9.60,1551,40.00,6.497,20,800.00,0,Healthy,No Failure,0,0,0,0,0
5499,M20358,Medium Variant (M),302.90,312.50,9.60,1903,21.20,4.225,23,487.60,0,Healthy,No Failure,0,0,0,0,0
5500,H34913,High Variant (H),302.90,312.30,9.40,1417,48.70,7.226,26,1266.20,0,Healthy,No Failure,0,0,0,0,0
5501,L52680,Low Variant (L),302.70,312.10,9.40,1601,35.20,5.902,31,1091.20,0,Healthy,No Failure,0,0,0,0,0
5502,L52681,Low Variant (L),302.70,312.10,9.40,1543,37.50,6.059,33,1237.50,0,Healthy,No Failure,0,0,0,0,0
5503,L52682,Low Variant (L),302.60,312.10,9.50,1439,52.30,7.881,35,1830.50,0,Healthy,No Failure,0,0,0,0,0
5504,H34917,High Variant (H),302.60,312.00,9.40,1657,29.30,5.084,37,1084.10,0,Healthy,No Failure,0,0,0,0,0
5505,L52684,Low Variant (L),302.80,312.20,9.40,1458,51.00,7.787,42,2142.00,0,Healthy,No Failure,0,0,0,0,0
5506,L52685,Low Variant (L),302.80,312.20,9.40,1746,27.40,5.010,44,1205.60,0,Healthy,No Failure,0,0,0,0,0
5507,L52686,Low Variant (L),302.90,312.20,9.30,1677,30.50,5.356,46,1403.00,0,Healthy,No Failure,0,0,0,0,0
5508,L52687,Low Variant (L),302.80,312.10,9.30,1520,39.90,6.351,48,1915.20,0,Healthy,No Failure,0,0,0,0,0
5509,L52688,Low Variant (L),302.90,312.20,9.30,1367,55.10,7.888,50,2755.00,0,Healthy,No Failure,0,0,0,0,0
5510,L52689,Low Variant (L),302.80,312.20,9.40,1509,36.50,5.768,52,1898.00,0,Healthy,No Failure,0,0,0,0,1
5511,L52690,Low Variant (L),302.80,312.10,9.30,1418,51.40,7.633,54,2775.60,0,Healthy,No Failure,0,0,0,0,0
5512,L52691,Low Variant (L),302.80,312.10,9.30,1958,20.30,4.162,56,1136.80,0,Healthy,No Failure,0,0,0,0,0
5513,L52692,Low Variant (L),302.80,312.20,9.40,1682,30.90,5.443,58,1792.20,0,Healthy,No Failure,0,0,0,0,0
5514,M20373,Medium Variant (M),302.80,312.20,9.40,1452,50.30,7.648,60,3018.00,0,Healthy,No Failure,0,0,0,0,0
5515,L52694,Low Variant (L),302.70,312.00,9.30,1828,24.00,4.594,63,1512.00,0,Healthy,No Failure,0,0,0,0,0
5516,H34929,High Variant (H),302.70,312.00,9.30,1484,41.50,6.449,65,2697.50,0,Healthy,No Failure,0,0,0,0,0
5517,L52696,Low Variant (L),302.60,312.00,9.40,1674,32.20,5.645,70,2254.00,0,Healthy,No Failure,0,0,0,0,0
5518,L52697,Low Variant (L),302.60,311.90,9.30,1448,49.50,7.506,72,3564.00,0,Healthy,No Failure,0,0,0,0,0
5519,M20378,Medium Variant (M),302.50,311.80,9.30,2023,19.10,4.046,74,1413.40,0,Healthy,No Failure,0,0,0,0,0
5520,L52699,Low Variant (L),302.50,311.90,9.40,1452,47.40,7.207,77,3649.80,0,Healthy,No Failure,0,0,0,0,0
5521,M20380,Medium Variant (M),302.60,312.00,9.40,1496,45.00,7.050,79,3555.00,0,Healthy,No Failure,0,0,0,0,0
5522,L52701,Low Variant (L),302.60,311.90,9.30,1397,46.90,6.861,82,3845.80,0,Healthy,No Failure,0,0,0,0,0
5523,L52702,Low Variant (L),302.60,311.90,9.30,1453,39.10,5.949,84,3284.40,0,Healthy,No Failure,0,0,0,0,0
5524,M20383,Medium Variant (M),302.50,311.90,9.40,1524,34.80,5.554,86,2992.80,0,Healthy,No Failure,0,0,0,0,0
5525,L52704,Low Variant (L),302.60,311.90,9.30,1633,30.90,5.284,89,2750.10,0,Healthy,No Failure,0,0,0,0,0
5526,M20385,Medium Variant (M),302.60,312.00,9.40,1363,45.70,6.523,91,4158.70,0,Healthy,No Failure,0,0,0,0,0
5527,L52706,Low Variant (L),302.50,311.90,9.40,1520,44.90,7.147,94,4220.60,0,Healthy,No Failure,0,0,0,0,0
5528,M20387,Medium Variant (M),302.50,311.90,9.40,1532,38.80,6.225,96,3724.80,0,Healthy,No Failure,0,0,0,0,0
5529,L52708,Low Variant (L),302.40,311.80,9.40,1384,50.90,7.377,99,5039.10,0,Healthy,No Failure,0,0,0,0,0
5530,M20389,Medium Variant (M),302.40,311.80,9.40,1539,39.90,6.430,101,4029.90,0,Healthy,No Failure,0,0,0,0,0
5531,M20390,Medium Variant (M),302.30,311.80,9.50,1355,50.10,7.109,104,5210.40,0,Healthy,No Failure,0,0,0,0,0
5532,M20391,Medium Variant (M),302.30,311.70,9.40,1504,37.30,5.875,107,3991.10,0,Healthy,No Failure,0,0,0,0,0
5533,L52712,Low Variant (L),302.40,311.80,9.40,1476,46.60,7.203,110,5126.00,0,Healthy,No Failure,0,0,0,0,0
5534,L52713,Low Variant (L),302.40,311.70,9.30,1721,26.90,4.848,112,3012.80,0,Healthy,No Failure,0,0,0,0,0
5535,M20394,Medium Variant (M),302.30,311.70,9.40,1494,37.10,5.804,114,4229.40,0,Healthy,No Failure,0,0,0,0,0
5536,L52715,Low Variant (L),302.30,311.70,9.40,1465,43.50,6.674,117,5089.50,0,Healthy,No Failure,0,0,0,0,0
5537,M20396,Medium Variant (M),302.30,311.80,9.50,1363,54.00,7.708,119,6426.00,1,Failed,Unspecified Failure,0,0,0,0,0
5538,L52717,Low Variant (L),302.40,311.80,9.40,1648,30.00,5.177,122,3660.00,0,Healthy,No Failure,0,0,0,0,0
5539,M20398,Medium Variant (M),302.30,311.80,9.50,1879,23.00,4.526,124,2852.00,0,Healthy,No Failure,0,0,0,0,0
5540,H34953,High Variant (H),302.30,311.70,9.40,1482,39.00,6.053,127,4953.00,0,Healthy,No Failure,0,0,0,0,0
5541,L52720,Low Variant (L),302.40,311.80,9.40,1493,38.40,6.004,132,5068.80,0,Healthy,No Failure,0,0,0,0,0
5542,L52721,Low Variant (L),302.40,311.80,9.40,1433,42.20,6.333,134,5654.80,0,Healthy,No Failure,0,0,0,0,0
5543,L52722,Low Variant (L),302.30,311.70,9.40,1400,41.60,6.099,136,5657.60,0,Healthy,No Failure,0,0,0,0,0
5544,L52723,Low Variant (L),302.40,311.80,9.40,1255,59.00,7.754,138,8142.00,0,Healthy,No Failure,0,0,0,0,0
5545,L52724,Low Variant (L),302.20,311.70,9.50,1471,45.60,7.024,140,6384.00,0,Healthy,No Failure,0,0,0,0,0
5546,H34959,High Variant (H),302.20,311.60,9.40,1357,44.20,6.281,142,6276.40,0,Healthy,No Failure,0,0,0,0,0
5547,L52726,Low Variant (L),302.30,311.70,9.40,1453,41.20,6.269,147,6056.40,0,Healthy,No Failure,0,0,0,0,0
5548,M20407,Medium Variant (M),302.30,311.70,9.40,1540,28.90,4.661,149,4306.10,0,Healthy,No Failure,0,0,0,0,0
5549,L52728,Low Variant (L),302.30,311.80,9.50,1605,35.20,5.916,152,5350.40,0,Healthy,No Failure,0,0,0,0,0
5550,H34963,High Variant (H),302.30,311.90,9.60,1374,52.40,7.540,154,8069.60,0,Healthy,No Failure,0,0,0,0,0
5551,M20410,Medium Variant (M),302.30,311.90,9.60,1508,42.30,6.680,159,6725.70,0,Healthy,No Failure,0,0,0,0,0
5552,H34965,High Variant (H),302.40,311.90,9.50,1366,47.30,6.766,162,7662.60,0,Healthy,No Failure,0,0,0,0,0
5553,H34966,High Variant (H),302.50,312.00,9.50,1579,35.70,5.903,167,5961.90,0,Healthy,No Failure,0,0,0,0,0
5554,L52733,Low Variant (L),302.50,311.90,9.40,1306,59.70,8.165,172,10268.40,0,Healthy,No Failure,0,0,0,0,1
5555,M20414,Medium Variant (M),302.50,312.00,9.50,1521,40.20,6.403,174,6994.80,0,Healthy,No Failure,0,0,0,0,0
5556,L52735,Low Variant (L),302.50,312.00,9.50,1411,44.20,6.531,177,7823.40,0,Healthy,No Failure,0,0,0,0,0
5557,H34970,High Variant (H),302.50,312.00,9.50,1357,42.00,5.968,179,7518.00,0,Healthy,No Failure,0,0,0,0,0
5558,M20417,Medium Variant (M),302.50,312.00,9.50,1436,43.50,6.541,184,8004.00,0,Healthy,No Failure,0,0,0,0,0
5559,L52738,Low Variant (L),302.50,311.90,9.40,1553,40.10,6.521,187,7498.70,0,Healthy,No Failure,0,0,0,0,0
5560,M20419,Medium Variant (M),302.50,312.00,9.50,1451,43.20,6.564,189,8164.80,0,Healthy,No Failure,0,0,0,0,0
5561,L52740,Low Variant (L),302.40,311.90,9.50,1541,37.90,6.116,192,7276.80,0,Healthy,No Failure,0,0,0,0,0
5562,M20421,Medium Variant (M),302.30,311.70,9.40,1341,46.30,6.502,194,8982.20,0,Healthy,No Failure,0,0,0,0,0
5563,L52742,Low Variant (L),302.30,311.70,9.40,1648,32.10,5.540,197,6323.70,0,Healthy,No Failure,0,0,0,0,0
5564,M20423,Medium Variant (M),302.30,311.70,9.40,1640,31.50,5.410,199,6268.50,0,Healthy,No Failure,0,0,0,0,0
5565,L52744,Low Variant (L),302.40,311.80,9.40,1416,46.10,6.836,202,9312.20,0,Healthy,No Failure,0,0,0,0,0
5566,L52745,Low Variant (L),302.40,311.90,9.50,1671,29.90,5.232,204,6099.60,0,Healthy,No Failure,0,0,0,0,0
5567,L52746,Low Variant (L),302.40,312.00,9.60,1457,45.50,6.942,206,9373.00,0,Healthy,No Failure,0,0,0,0,0
5568,M20427,Medium Variant (M),302.50,312.00,9.50,1445,54.80,8.292,0,0.00,0,Healthy,No Failure,0,0,0,0,0
5569,L52748,Low Variant (L),302.50,312.10,9.60,1534,38.60,6.201,3,115.80,0,Healthy,No Failure,0,0,0,0,0
5570,L52749,Low Variant (L),302.40,312.00,9.60,1508,36.90,5.827,5,184.50,0,Healthy,No Failure,0,0,0,0,0
5571,M20430,Medium Variant (M),302.40,312.10,9.70,1492,47.70,7.453,7,333.90,0,Healthy,No Failure,0,0,0,0,0
5572,L52751,Low Variant (L),302.40,312.00,9.60,1562,37.90,6.199,10,379.00,0,Healthy,No Failure,0,0,0,0,0
5573,L52752,Low Variant (L),302.40,312.00,9.60,1545,36.40,5.889,12,436.80,0,Healthy,No Failure,0,0,0,0,0
5574,L52753,Low Variant (L),302.50,312.20,9.70,1738,25.30,4.605,14,354.20,0,Healthy,No Failure,0,0,0,0,0
5575,L52754,Low Variant (L),302.40,312.00,9.60,1305,49.10,6.710,16,785.60,0,Healthy,No Failure,0,0,0,0,0
5576,H34989,High Variant (H),302.40,312.00,9.60,1477,39.70,6.140,18,714.60,0,Healthy,No Failure,0,0,0,0,0
5577,H34990,High Variant (H),302.40,312.00,9.60,1457,43.40,6.622,23,998.20,0,Healthy,No Failure,0,0,0,0,0
5578,L52757,Low Variant (L),302.40,312.10,9.70,1455,40.40,6.156,28,1131.20,0,Healthy,No Failure,0,0,0,0,0
5579,L52758,Low Variant (L),302.50,312.20,9.70,1574,38.70,6.379,30,1161.00,0,Healthy,No Failure,0,0,0,0,0
5580,L52759,Low Variant (L),302.60,312.20,9.60,1695,27.10,4.810,32,867.20,0,Healthy,No Failure,0,0,0,0,0
5581,M20440,Medium Variant (M),302.60,312.20,9.60,1458,38.80,5.924,34,1319.20,0,Healthy,No Failure,0,0,0,0,0
5582,M20441,Medium Variant (M),302.50,312.10,9.60,1454,47.60,7.248,37,1761.20,0,Healthy,No Failure,0,0,0,0,0
5583,L52762,Low Variant (L),302.50,312.00,9.50,2052,18.90,4.061,40,756.00,0,Healthy,No Failure,0,0,0,0,0
5584,L52763,Low Variant (L),302.50,312.00,9.50,1673,29.90,5.238,42,1255.80,0,Healthy,No Failure,0,0,0,0,0
5585,L52764,Low Variant (L),302.40,311.90,9.50,1578,29.90,4.941,44,1315.60,0,Healthy,No Failure,0,0,0,0,0
5586,M20445,Medium Variant (M),302.50,312.00,9.50,1642,29.10,5.004,46,1338.60,0,Healthy,No Failure,0,0,0,0,0
5587,M20446,Medium Variant (M),302.40,311.80,9.40,1557,31.50,5.136,49,1543.50,0,Healthy,No Failure,0,0,0,0,0
5588,L52767,Low Variant (L),302.50,311.90,9.40,1481,42.90,6.653,52,2230.80,0,Healthy,No Failure,0,0,0,0,0
5589,M20448,Medium Variant (M),302.50,311.80,9.30,1566,37.60,6.166,54,2030.40,0,Healthy,No Failure,0,0,0,0,0
5590,M20449,Medium Variant (M),302.50,311.90,9.40,1298,57.50,7.816,57,3277.50,0,Healthy,No Failure,0,0,0,0,0
5591,M20450,Medium Variant (M),302.50,311.90,9.40,1340,59.40,8.335,60,3564.00,0,Healthy,No Failure,0,0,0,0,0
5592,L52771,Low Variant (L),302.50,312.00,9.50,1574,33.80,5.571,63,2129.40,0,Healthy,No Failure,0,0,0,0,0
5593,L52772,Low Variant (L),302.50,311.90,9.40,1437,46.70,7.028,65,3035.50,0,Healthy,No Failure,0,0,0,0,0
5594,L52773,Low Variant (L),302.60,311.90,9.30,1354,48.00,6.806,67,3216.00,0,Healthy,No Failure,0,0,0,0,0
5595,L52774,Low Variant (L),302.60,311.90,9.30,1598,35.50,5.941,69,2449.50,0,Healthy,No Failure,0,0,0,0,0
5596,M20455,Medium Variant (M),302.70,312.00,9.30,1944,21.40,4.357,71,1519.40,0,Healthy,No Failure,0,0,0,0,0
5597,M20456,Medium Variant (M),302.70,312.00,9.30,1538,36.70,5.911,74,2715.80,0,Healthy,No Failure,0,0,0,0,0
5598,L52777,Low Variant (L),302.70,312.00,9.30,1501,37.00,5.816,77,2849.00,0,Healthy,No Failure,0,0,0,0,0
5599,L52778,Low Variant (L),302.80,312.10,9.30,1441,52.10,7.862,79,4115.90,0,Healthy,No Failure,0,0,0,0,0
5600,M20459,Medium Variant (M),302.70,312.00,9.30,1652,31.00,5.363,81,2511.00,0,Healthy,No Failure,0,0,0,0,0
5601,L52780,Low Variant (L),302.80,312.10,9.30,1487,36.60,5.699,84,3074.40,0,Healthy,No Failure,0,0,0,0,0
5602,L52781,Low Variant (L),302.90,312.20,9.30,1605,33.90,5.698,86,2915.40,0,Healthy,No Failure,0,0,0,0,0
5603,L52782,Low Variant (L),302.90,312.10,9.20,1334,54.70,7.641,88,4813.60,0,Healthy,No Failure,0,0,0,0,0
5604,L52783,Low Variant (L),302.90,312.20,9.30,1340,57.80,8.111,90,5202.00,0,Healthy,No Failure,0,0,0,0,0
5605,L52784,Low Variant (L),302.90,312.20,9.30,1513,37.80,5.989,92,3477.60,0,Healthy,No Failure,0,0,0,0,0
5606,L52785,Low Variant (L),302.90,312.20,9.30,1510,41.40,6.546,94,3891.60,0,Healthy,No Failure,0,0,0,0,0
5607,L52786,Low Variant (L),302.90,312.20,9.30,1729,23.60,4.273,96,2265.60,0,Healthy,No Failure,0,0,0,0,0
5608,M20467,Medium Variant (M),302.90,312.20,9.30,1745,25.50,4.660,98,2499.00,0,Healthy,No Failure,0,0,0,0,0
5609,M20468,Medium Variant (M),303.10,312.30,9.20,1623,31.60,5.371,101,3191.60,0,Healthy,No Failure,0,0,0,0,0
5610,M20469,Medium Variant (M),303.10,312.40,9.30,1378,50.10,7.230,104,5210.40,0,Healthy,No Failure,0,0,0,0,0
5611,L52790,Low Variant (L),303.10,312.40,9.30,1407,41.20,6.070,107,4408.40,0,Healthy,No Failure,0,0,0,0,0
5612,M20471,Medium Variant (M),303.00,312.30,9.30,1674,29.50,5.171,109,3215.50,0,Healthy,No Failure,0,0,0,0,0
5613,L52792,Low Variant (L),303.00,312.30,9.30,1486,42.40,6.598,112,4748.80,0,Healthy,No Failure,0,0,0,0,0
5614,M20473,Medium Variant (M),303.00,312.30,9.30,1483,38.80,6.026,114,4423.20,0,Healthy,No Failure,0,0,0,0,0
5615,H35028,High Variant (H),303.00,312.20,9.20,1624,28.80,4.898,117,3369.60,0,Healthy,No Failure,0,0,0,0,0
5616,M20475,Medium Variant (M),303.00,312.20,9.20,1257,71.30,9.385,122,8698.60,1,Failed,Power Failure,0,0,1,0,0
5617,L52796,Low Variant (L),303.00,312.30,9.30,1480,41.40,6.416,125,5175.00,0,Healthy,No Failure,0,0,0,0,0
5618,L52797,Low Variant (L),303.10,312.40,9.30,1404,61.50,9.042,127,7810.50,1,Failed,Power Failure,0,0,1,0,0
5619,M20478,Medium Variant (M),303.00,312.40,9.40,1645,29.60,5.099,129,3818.40,0,Healthy,No Failure,0,0,0,0,0
5620,L52799,Low Variant (L),303.00,312.30,9.30,1932,21.90,4.431,132,2890.80,0,Healthy,No Failure,0,0,0,0,0
5621,L52800,Low Variant (L),303.00,312.30,9.30,1533,38.50,6.181,134,5159.00,0,Healthy,No Failure,0,0,0,0,0
5622,M20481,Medium Variant (M),302.90,312.20,9.30,1292,54.40,7.360,136,7398.40,0,Healthy,No Failure,0,0,0,0,0
5623,L52802,Low Variant (L),302.90,312.20,9.30,1571,40.60,6.679,139,5643.40,0,Healthy,No Failure,0,0,0,0,0
5624,L52803,Low Variant (L),302.90,312.30,9.40,1578,36.30,5.998,141,5118.30,0,Healthy,No Failure,0,0,0,0,0
5625,M20484,Medium Variant (M),302.80,312.20,9.40,1469,36.90,5.676,143,5276.70,0,Healthy,No Failure,0,0,0,0,0
5626,L52805,Low Variant (L),302.70,312.10,9.40,1728,24.40,4.415,146,3562.40,0,Healthy,No Failure,0,0,0,0,0
5627,H35040,High Variant (H),302.70,312.10,9.40,1603,32.50,5.456,148,4810.00,0,Healthy,No Failure,0,0,0,0,0
5628,L52807,Low Variant (L),302.70,312.10,9.40,1597,39.80,6.656,153,6089.40,0,Healthy,No Failure,0,0,0,0,0
5629,L52808,Low Variant (L),302.70,312.10,9.40,1688,32.00,5.657,155,4960.00,0,Healthy,No Failure,0,0,0,0,0
5630,L52809,Low Variant (L),302.70,312.20,9.50,1405,51.40,7.563,157,8069.80,0,Healthy,No Failure,0,0,0,0,0
5631,M20490,Medium Variant (M),302.80,312.20,9.40,1615,32.90,5.564,159,5231.10,0,Healthy,No Failure,0,0,0,0,0
5632,L52811,Low Variant (L),302.80,312.20,9.40,1515,36.80,5.838,162,5961.60,0,Healthy,No Failure,0,0,0,0,0
5633,L52812,Low Variant (L),302.70,312.20,9.50,1376,52.80,7.608,164,8659.20,0,Healthy,No Failure,0,0,0,0,0
5634,L52813,Low Variant (L),302.70,312.20,9.50,1447,47.50,7.198,166,7885.00,0,Healthy,No Failure,0,0,0,0,0
5635,M20494,Medium Variant (M),302.60,312.20,9.60,1353,56.50,8.005,168,9492.00,0,Healthy,No Failure,0,0,0,0,0
5636,L52815,Low Variant (L),302.60,312.10,9.50,1502,47.30,7.440,171,8088.30,0,Healthy,No Failure,0,0,0,0,0
5637,L52816,Low Variant (L),302.60,312.00,9.40,1447,45.50,6.895,173,7871.50,0,Healthy,No Failure,0,0,0,0,0
5638,M20497,Medium Variant (M),302.50,312.00,9.50,1487,46.10,7.179,175,8067.50,0,Healthy,No Failure,0,0,0,0,0
5639,L52818,Low Variant (L),302.60,312.10,9.50,1519,38.10,6.061,178,6781.80,0,Healthy,No Failure,0,0,0,0,0
5640,L52819,Low Variant (L),302.60,312.10,9.50,1668,28.70,5.013,180,5166.00,0,Healthy,No Failure,0,0,0,0,1
5641,L52820,Low Variant (L),302.60,312.10,9.50,1420,51.60,7.673,182,9391.20,0,Healthy,No Failure,0,0,0,0,0
